Lambda,phi_a,sigma_a,alpha,phi_b,sigma_b,weight
1.2425302696973046,0.052199103357581655,0.09125100108198193,2.4836612886303726,0.09995694522136367,0.14150168037569316,0.0
1.0055592677430951,-0.16091626218960414,0.04737949341995252,2.9922612955868955,0.061573129268546016,0.06274640681245884,0.0
1.7286782609318347,-0.019294354398866315,0.0369029405787459,2.728357486136533,0.3043850361463059,0.06678431127195726,0.0
1.3198349013017832,-0.11627455530404067,0.016295315228862926,2.6866447227317485,0.11978062048278104,0.052626408682231465,0.0
1.647540049341422,0.025941360879334463,0.07975798370990068,2.8067811816631076,0.37834040373315175,0.15654908010195043,0.0
1.7205417922475326,-0.03488432484063214,0.03825967865752292,1.2053311460450367,0.019885084488704158,0.09893998786482427,0.0
1.1888798011629929,-0.09458118679823173,0.012782932528194344,2.4154123574741027,0.1319196018046234,0.0900251111005576,0.0
1.6494063371347452,0.1081439432136333,0.042570493317351056,2.9463416559643627,0.3416969911281291,0.09306313198844704,0.0
1.4581563929903942,-0.10782019833723819,0.18763246070511505,2.7249117999426806,0.06723524565867216,0.029653556642645188,0.0
0.9387797983450057,-0.0277726050345021,0.01906627358556269,2.7816665433258008,0.08085030271827968,0.09698125005380097,0.0
1.0272908027250183,-0.10618308430306836,0.030203744271252896,2.622149539745478,0.19971136274106305,0.17338682788892368,0.0
1.3009484464154357,-0.05692232194162575,0.03210036199008625,2.3913092560249902,0.04416770505252203,0.04468672131730434,0.0
0.9834950813442556,0.00870773160297475,0.01317096960216905,2.493252406873965,0.13677186316197854,0.1618009811754529,0.0
1.5748269796592882,-0.07299126365845707,0.20468763768445147,2.916740375382144,0.050936943242476246,0.026465696011569305,0.0
1.5020435473580271,-0.16779852306078955,0.07259902703658268,1.0244194260085346,0.12018225700084388,0.20924128514918652,0.0
1.7272800111948878,0.11912197159581273,0.21897882218465037,2.8904839838134015,0.08783543833965882,0.0503787412438798,0.0
1.587655260317836,-0.1661845879975886,0.06575393200332712,1.307249260711722,0.25113322196585647,0.182888748661232,0.0
1.1698274696894189,-0.07564400135546938,0.018344199871990645,2.4067716137118516,0.227824082277006,0.1597110357969303,0.0
1.331610770709988,0.042225475248827915,0.03246587313862228,1.7594665364402524,0.13877162615296434,0.17725141094517521,0.0
